Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Nd	2	150	6365.5086	HLSC	-1.2		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6I'	3.5	0.933	HLSC	'  LS                                                  4f4.(5I).6p                      6K*'	4.5	2.88	HLSC						
Fe	2	0	6369.459	K13	-4.11		2009A&A...497..611M	Y	U	'  LS                                                                           3d5.4s2 a6S'	2.5	2.891	K13	'  LS                                                                      3d6.(5D).4p z6D*'	1.5	4.837	K13	8.47	K13	-6.53	K13	169.204	BA-J,BPM
Si	2	0	6371.3714	K12	-0.044		S-G+BBC+MER	Y	U	'  LS                                                                       3s2.(1S).4s 2S*'	0.5	8.121	K12	'  LS                                                                        3s2.(1S).4p 2P'	0.5	10.067	K12	9.08	K12	-5.68	K12	-7.69	K12
Ni	1	0	6378.247	WLa	-0.82		2014ApJS..211...20W	Y	Y	'  LS                                                                  3d8.4s.(a2F).4p y3D*'	3.0	4.154	WLa	'  LS                                                                    d9.(a2D).4d    e3G'	4.0	6.097	WLa	8.39	K08	-4.87	K08	825.283	BA-J,BPM
Fe	1	0	6380.7432	K07	-1.375	0.114	BWL	Y	Y	'  LS                                                                           3p6.3d8 c3F'	2.0	4.186	K07	'  LS                                                                  3p6.3d7.(2G).4p w3F*'	2.0	6.129	K07	7.88	K07	-6.03	K07	380.25	BA-J,BPM
La	2	139	6390.4567	LBS	-2.012		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           y3F*'	3.0	2.261	LBS						
La	2	139	6390.469	LBS	-2.079		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           y3F*'	3.0	2.261	LBS						
La	2	139	6390.4858	LBS	-1.903		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           y3F*'	3.0	2.261	LBS						
La	2	139	6390.5009	LBS	-2.079		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	2.0	0.321	LBS	'  LS                                                  4f.5d                           y3F*'	3.0	2.261	LBS						
Fe	1	0	6393.6004	K07	-1.452	0.038	BKK+BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 a3H'	5.0	2.433	K07	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	4.0	4.371	K07	8.05	K07	-6.06	K07	326.246	BA-J,BPM
Ti	1	0	6395.4718	LGWSC	-2.54		2013ApJS..205...11L	Y	U	'  LS                                                                           3d2.4s2 a1G'	4.0	1.503	LGWSC	'  LS                                                             3d2.(3F).4s.4p.(1P*) y3G*'	5.0	3.441	LGWSC	8.22	K10	-6.0	K10	361.237	BA-J,BPM
Fe	1	0	6400.0003	K07	-0.276	0.017	BKK+2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5P*'	3.0	3.603	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	4.0	5.539	K07	8.07	K07	-5.41	K07	802.252	BA-J,BPM
Fe	1	0	6400.317	K07	-4.318	0.056	BWL	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a5F'	4.0	0.915	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	4.0	2.851	K07	4.43	K07	-6.2	K07	226.253	BA-J,BPM
Fe	1	0	6408.0174	K07	-1.005	0.017	BKK+GESHRL14	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5P*'	1.0	3.686	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	2.0	5.621	K07	8.07	K07	-5.42	K07	-7.54	K07
Fe	1	0	6411.648	K07	-0.596	0.009	BKK+BWL+GESHRL14	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5P*'	2.0	3.654	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	3.0	5.587	K07	8.07	K07	-5.38	K07	820.247	BA-J,BPM
Ni	1	0	6414.581	WLa	-1.16		2014ApJS..211...20W	Y	U	'  LS                                                                  3d8.4s.(a2F).4p y3D*'	3.0	4.154	WLa	'  LS                                                                    d8.4s.(a4F).5s e5F'	4.0	6.086	WLa	8.42	K08	-5.46	K08	721.249	BA-J,BPM
Co	1	0	6429.7617	K08	-4.994		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.7904	K08	-4.584		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.8162	K08	-4.362		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.8403	K08	-3.402		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.8607	K08	-3.523		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.8771	K08	-3.333		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.8882	K08	-3.931		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Co	1	0	6429.9138	K08	-2.596		1982ApJ...260..395C	Y	U	'  LS                                                                       3p6.3d7.4s2 a2G'	3.5	2.137	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2F*'	2.5	4.064	K08	6.44	K08	-6.23	K08	280.242	BA-J,BPM
Fe	1	0	6430.845	K07	-2.005	0.015	GESB82c+BWL	Y	Y	'  LS                                                                   3p6.3d7.(4P).4s a5P'	3.0	2.176	K07	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	4.0	4.103	K07	8.29	K07	-6.16	K07	271.257	BA-J,BPM
Fe	2	0	6432.6757	K13	-3.57		2009A&A...497..611M	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	2.891	K13	'  LS                                                                      3d6.(5D).4p z6D*'	2.5	4.818	K13	8.47	K13	-6.53	K13	169.204	BA-J,BPM
Ca	1	0	6439.075	SR+Sm	0.39	0.01	SR	Y	U	'  LS                                                                          3p6.3d.4s 3D'	3.0	2.526	SR+Sm	'  LS                                                                        3p6.3d.4p  3F*'	4.0	4.451	SR+Sm	7.65	K07	-6.07	K07	366.242	BA-J,BPM
Mn	1	0	6440.9104	K07	-1.861		2007A&A...472L..43B	Y	U	'  LS                                                                           3d5.4s2 b4D'	2.5	3.772	K07	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.696	K07	7.87	K07	-5.92	K07	-7.77	K07
Mn	1	0	6440.9226	K07	-1.77		2007A&A...472L..43B	Y	U	'  LS                                                                           3d5.4s2 b4D'	2.5	3.772	K07	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.696	K07	7.87	K07	-5.92	K07	-7.77	K07
Mn	1	0	6440.9322	K07	-2.52		2007A&A...472L..43B	Y	U	'  LS                                                                           3d5.4s2 b4D'	2.5	3.772	K07	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.696	K07	7.87	K07	-5.92	K07	-7.77	K07
Mn	1	0	6440.9445	K07	-1.49		2007A&A...472L..43B	Y	U	'  LS                                                                           3d5.4s2 b4D'	2.5	3.772	K07	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.696	K07	7.87	K07	-5.92	K07	-7.77	K07
Mn	1	0	6440.9577	K07	-2.52		2007A&A...472L..43B	Y	U	'  LS                                                                           3d5.4s2 b4D'	2.5	3.772	K07	'  LS                                                                      3d6.(5D).4p z4D*'	2.5	5.696	K07	7.87	K07	-5.92	K07	-7.77	K07
Fe	2	0	6442.9579	K13	-2.671		RU	U	U	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.549	K13	'  LS                                                                           3d5.4s2 c4D'	3.5	7.473	K13	8.47	K13	-6.41	K13	227.188	BA-J,BPM
Zr	1	0	6445.74	BGHL	-0.83		BGHL	Y	Y	'  LS                                               4d2.5s2                             a1G'	4.0	0.999	BGHL	'  LS                                                  4d3.(b4F).5p                    y3F*'	3.0	2.922	BGHL						
Co	1	0	6454.9379	K08	-1.295		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6454.9495	K08	-1.191		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6454.9671	K08	-1.12		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6454.9866	K08	-1.011		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6455.0108	K08	-0.924		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6455.0398	K08	-0.851		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6455.0788	K08	-1.88		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Co	1	0	6455.1182	K08	-3.232		1982ApJ...260..395C	Y	Y	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z4D*'	3.5	3.632	K08	'  LS                                                                   3p6.3d8.(3F).5s e4F'	4.5	5.552	K08	8.01	K08	-5.39	K08	814.233	BA-J,BPM
Ca	1	0	6455.598	S +Sm	-1.29	0.03	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	2.0	2.523	S +Sm	'  LS                                                                        3p6.3d.4p  1D*'	2.0	4.443	S +Sm	7.67	K07	-6.07	K07	365.241	BA-J,BPM
Fe	2	0	6456.3796	K13	-2.185		RU	U	Y	'  LS                                                                       3d6.(3D).4s b4D'	3.5	3.903	K13	'  LS                                                                      3d6.(5D).4p z4P*'	2.5	5.823	K13	8.5	K13	-6.53	K13	185.276	BA-J,BPM
Ca	2	0	6456.875	TB	0.412		GESOP	U	U	'  LS                                                                         3p6.4f    2F*'	6.5	8.438	TB	'  LS                                                                         3p6.6g     2G'	8.5	10.358	TB	8.59	K10	-4.31	K10	-7.377	K10
Ca	1	0	6471.662	SR+Sm	-0.686	0.008	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	3.0	2.526	SR+Sm	'  LS                                                                        3p6.3d.4p  3F*'	3.0	4.441	SR+Sm	7.64	K07	-6.07	K07	365.241	BA-J,BPM
Fe	1	0	6475.6239	K07	-2.941	0.102	BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 b3F'	4.0	2.559	K07	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	3.0	4.473	K07	7.96	K07	-6.08	K07	338.243	BA-J,BPM
Fe	1	0	6481.8698	K07	-2.981	0.015	BKK+GESB82c+BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 a3P'	2.0	2.279	K07	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	2.0	4.191	K07	8.29	K07	-6.16	K07	308.243	BA-J,BPM
Ni	1	0	6482.7983	K08	-2.63		LWST	U	Y	'  LS                                                                      3d8.(3P).4s2 a3P'	2.0	1.935	K08	'  LS                                                                      3d9.(2D).4p z1F*'	3.0	3.847	K08	8.0	K08	-6.11	K08	295.319	BA-J,BPM
Ca	1	0	6493.781	SR+Sm	-0.109	0.009	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	1.0	2.521	SR+Sm	'  LS                                                                        3p6.3d.4p  3F*'	2.0	4.43	SR+Sm	7.64	K07	-6.07	K07	364.239	BA-J,BPM
Fe	1	0	6494.9804	K07	-1.268	0.014	GESB82c+BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 a3H'	6.0	2.404	K07	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	5.0	4.313	K07	8.01	K07	-6.08	K07	321.247	BA-J,BPM
Fe	1	0	6495.7413	K07	-0.84	0.06	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	1.0	4.835	K07	'  LS                                                                   3p6.3d7.(4F).4d g5F'	1.0	6.743	K07	8.4	K07	-5.88	K07	972.285	BA-J,BPM
Fe	1	0	6496.4656	K07	-0.53	0.06	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	2.0	4.796	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	2.0	6.703	K07	8.4	K07	-4.73	K07	925.279	BA-J,BPM
Ba	2	137	6496.8848	MW	-1.143		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	135	6496.8856	MW	-1.14		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	134	6496.897	MW	-0.407		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	136	6496.8976	MW	-0.407		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	138	6496.8984	MW	-0.407		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	135	6496.8999	MW	-0.503		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ba	2	137	6496.9009	MW	-0.507		1992A&A...255..457D	Y	U	'  LS                                               5d                                   2D'	1.5	0.604	MW	'  LS                                                   6p                              2P*'	0.5	2.512	MW					365.264	BA-J,BPM
Ti	1	0	6497.6838	LGWSC	-2.02		2013ApJS..205...11L	Y	Y	'  LS                                                                       3d3.(4F).4s b3F'	3.0	1.443	LGWSC	'  LS                                                             3d2.(1D).4s.4p.(3P*) x3F*'	4.0	3.351	LGWSC	7.89	K10	-6.06	K10	-7.75	K10
Fe	1	0	6498.9383	K07	-4.687	0.015	GESB86+BWL	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a5F'	3.0	0.958	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	3.0	2.865	K07	4.36	K07	-6.21	K07	226.253	BA-J,BPM
Ca	1	0	6499.65	SR+Sm	-0.818	0.009	SR	Y	Y	'  LS                                                                          3p6.3d.4s 3D'	2.0	2.523	SR+Sm	'  LS                                                                        3p6.3d.4p  3F*'	2.0	4.43	SR+Sm	7.64	K07	-6.07	K07	364.239	BA-J,BPM
Fe	2	0	6516.0766	K13	-3.31		2009A&A...497..611M	Y	U	'  LS                                                                           3d5.4s2 a6S'	2.5	2.891	K13	'  LS                                                                      3d6.(5D).4p z6D*'	3.5	4.793	K13	8.47	K13	-6.53	K13	169.203	BA-J,BPM
Fe	1	0	6518.3657	K07	-2.438	0.044	BK+BWL	Y	U	'  LS                                                                   3p6.3d7.(4P).4s b3P'	2.0	2.832	K07	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	3.0	4.733	K07	8.21	K07	-5.91	K07	336.251	BA-J,BPM
V 	1	0	6531.3993	K09	-1.345		1985A&A...153..109W	Y	Y	'  LS                                                                           3d3.4s2 a4P'	2.5	1.218	K09	'  LS                                                                      3d4.(5D).4p z4P*'	2.5	3.116	K09	7.66	K09	-6.06	K09	326.24	BA-J,BPM
V 	1	0	6531.4138	K09	-1.22		1985A&A...153..109W	Y	Y	'  LS                                                                           3d3.4s2 a4P'	2.5	1.218	K09	'  LS                                                                      3d4.(5D).4p z4P*'	2.5	3.116	K09	7.66	K09	-6.06	K09	326.24	BA-J,BPM
V 	1	0	6531.4292	K09	-1.408		1985A&A...153..109W	Y	Y	'  LS                                                                           3d3.4s2 a4P'	2.5	1.218	K09	'  LS                                                                      3d4.(5D).4p z4P*'	2.5	3.116	K09	7.66	K09	-6.06	K09	326.24	BA-J,BPM
Ni	1	0	6532.873	K08	-3.35		2014ApJS..211...20W	Y	Y	'  LS                                                                      3d8.(3P).4s2 a3P'	2.0	1.935	K08	'  LS                                                                      3d9.(2D).4p z3D*'	1.0	3.833	K08	7.72	K08	-6.14	K08	293.318	BA-J,BPM
Fe	1	0	6533.9281	K07	-1.36	0.08	MRW	U	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	3.0	4.559	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).4d e5P'	2.0	6.456	K07	8.41	K07	-4.47	K07	908.277	BA-J,BPM
Fe	1	0	6546.2381	K07	-1.536	0.102	BWL	Y	Y	'  LS                                                                   3p6.3d7.(2G).4s a3G'	3.0	2.759	K07	'  LS                                                                  3p6.3d7.(4F).4p y3F*'	2.0	4.652	K07	8.07	K07	-6.28	K07	325.261	BA-J,BPM
Sr	1	0	6546.784	GC	-0.46		WGTG	U	U	'  LS                                                                        5s.4d       3D'	3.0	2.271	GC	'  LS                                                                      4d.5p        3F*'	3.0	4.165	GC						
Ti	1	0	6554.223	LGWSC	-1.15		2013ApJS..205...11L	Y	Y	'  LS                                                                       3d3.(4F).4s b3F'	3.0	1.443	LGWSC	'  LS                                                             3d2.(1D).4s.4p.(3P*) x3F*'	3.0	3.334	LGWSC	7.87	K10	-6.07	K10	284.261	BA-J,BPM
Ti	1	0	6556.0618	LGWSC	-1.06		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(4F).4s b3F'	4.0	1.46	LGWSC	'  LS                                                             3d2.(1D).4s.4p.(3P*) x3F*'	4.0	3.351	LGWSC	7.89	K10	-6.06	K10	285.261	BA-J,BPM
H 	1	0	6562.797	CDROM18	0.71		2009JPCRD..38..565W	Y	Y	'                                                                                       n=2'	1.5	10.199	CDROM18	'                                                                                       n=3'	2.5	12.088	CDROM18	8.77		2.0		3.0	BA-J,BPM
Fe	1	0	6569.2141	K07	-0.38	0.05	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	3.0	4.733	K07	'  LS                                                                   3p6.3d7.(4F).4d g5F'	4.0	6.62	K07	8.41	K07	-4.71	K07	835.271	BA-J,BPM
Fe	1	0	6574.2266	K07	-5.004	0.015	GESB86+BWL	Y	Y	'  LS                                                                   3p6.3d7.(4F).4s a5F'	2.0	0.99	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	2.0	2.876	K07	4.22	K07	-6.21	K07	227.254	BA-J,BPM
Fe	1	0	6581.2092	K07	-4.679	0.046	BKK	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a3F'	4.0	1.485	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	4.0	3.368	K07	7.25	K07	-6.15	K07	254.245	BA-J,BPM
Ni	1	0	6586.3098	K08	-2.78		2014ApJS..211...20W	Y	Y	'  LS                                                                      3d8.(3P).4s2 a3P'	1.0	1.951	K08	'  LS                                                                      3d9.(2D).4p z3D*'	1.0	3.833	K08	7.72	K08	-6.14	K08	293.318	BA-J,BPM
C 	1	0	6587.61	NIST10	-1.021		1993A&AS...99..179H	Y	Y	'  LS                                                           2s2.2p.3p                1P'	1.0	8.537	NIST10	'  LS                                                             2s2.2p.4d             1P*'	1.0	10.419	NIST10	8.1	K10	-3.44	K10	1953.319	BA-J,BPM
Fe	1	0	6592.9124	K07	-1.473	0.051	BWL	Y	U	'  LS                                                                   3p6.3d7.(2G).4s a3G'	4.0	2.728	K07	'  LS                                                                  3p6.3d7.(4F).4p y3F*'	3.0	4.608	K07	8.08	K07	-6.28	K07	320.264	BA-J,BPM
Fe	1	0	6593.8695	K07	-2.42	0.016	GESB82c+BWL	Y	U	'  LS                                                                       3p6.3d6.4s2 a3H'	5.0	2.433	K07	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	5.0	4.313	K07	8.01	K07	-6.08	K07	321.247	BA-J,BPM
Fe	1	0	6597.5592	K07	-0.97	0.06	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	2.0	4.796	K07	'  LS                                                                   3p6.3d7.(4F).4d g5F'	3.0	6.674	K07	8.4	K07	-4.69	K07	893.276	BA-J,BPM
Ti	1	0	6599.1048	K10	-2.029		1983MNRAS.204..883B|1989A&A...208..157G	Y	Y	'  LS                                                                           3d2.4s2 a1D'	2.0	0.9	K10	'  LS                                                             3d2.(3F).4s.4p.(3P*) z1F*'	3.0	2.778	K10	6.16	K10	-6.12	K10	293.241	BA-J,BPM
Sc	2	0	6604.601	LD	-1.309		LD	Y	U	'  LS                                                                      3p6.3d2      a1D'	2.0	1.357	LD	'  LS                                                                     3p6.3d.4p     1D*'	2.0	3.234	LD	8.18	K09	-6.56	K09	-7.85	K09
Fe	1	0	6608.025	K07	-3.93	0.12	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 a3P'	2.0	2.279	K07	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	3.0	4.154	K07	8.3	K07	-6.16	K07	306.242	BA-J,BPM
Fe	1	0	6609.1097	K07	-2.691	0.025	GESB82d+BWL	Y	U	'  LS                                                                       3p6.3d6.4s2 b3F'	4.0	2.559	K07	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	4.0	4.435	K07	7.99	K07	-6.08	K07	335.245	BA-J,BPM
Fe	1	0	6627.5438	K07	-1.59	0.1	2014MNRAS.441.3127R	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p y3F*'	4.0	4.549	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	3.0	6.419	K07	8.33	K07	-5.34	K07	754.209	BA-J,BPM
Co	1	0	6632.4064	K08	-2.568		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Co	1	0	6632.4212	K08	-2.783		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Co	1	0	6632.4359	K08	-3.066		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Co	1	0	6632.4505	K08	-2.726		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Co	1	0	6632.4672	K08	-2.814		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Co	1	0	6632.4831	K08	-2.866		1982ApJ...260..395C	Y	U	'  LS                                                                   3p6.3d8.(3P).4s a2P'	1.5	2.28	K08	'  LS                                                         3p6.3d7.(4F).4s.4p.(3P*) z2D*'	2.5	4.149	K08	7.2	K08	-6.24	K08	265.25	BA-J,BPM
Fe	1	0	6633.412	K07	-1.39	0.12	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	1.0	4.835	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	2.0	6.703	K07	8.4	K07	-4.73	K07	923.281	BA-J,BPM
Fe	1	0	6633.7487	K07	-0.799	0.06	BWL	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) y5P*'	3.0	4.559	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).4d e5P'	3.0	6.427	K07	8.43	K07	-5.23	K07	876.274	BA-J,BPM
Fe	1	0	6634.1057	K07	-1.33	0.12	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	2.0	4.796	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	3.0	6.664	K07	8.41	K07	-4.24	K07	881.275	BA-J,BPM
Nd	2	143	6637.1099	HLSC	-1.743		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	143	6637.1233	HLSC	-1.868		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
Nd	2	145	6637.1299	HLSC	-1.5		HLSC	Y	U	'  LS                                                  4f4.(5I).5d                       6H'	4.5	1.452	HLSC	'  LS                                                  4f4.(5I).6p                      6I*'	5.5	3.319	HLSC						
